JOB TITLE,DESCRIPTION,INDUSTRY,SALARY,EXPERIENCE,JOB TYPE,GENDER,STREET,CITY,LISTED DATE,EXPIRES,URL,EMAIL
Receptionist / Patient Co-ordinator,"Description Required experienced AC Technician. we are looking for experienced AC technician, Chiller technician on urgent basis. Must have knowledge & Worked; \xe2\x80\xa2 HVAC Work \xe2\x80\xa2 Portable air conditioner \xe2\x80\xa2 HVAC Maintenance \xe2\x80\xa2 Window air conditioner \xe2\x80\xa2 central air conditioning system \xe2\x80\xa2 A/C Maintenance and Installation \xe2\x80\xa2 Filter Cleaning \xe2\x80\xa2 A/C Gas Filing \xe2\x80\xa2 Thermostat Changing The candidate should be available to join immediately.",,,,,,,,,,,
Accountant – Medical Center,15,,,,,,,,,,,
General Practitioner – Dermatology,15,,,,,,,,,,,
Office Executive,An established Interior Design and Fit Out company is looking for an office executive for all kinds of admin works and documentation., Other, Unspecified, 2 - 5 Years, Full Time, Female, 10, Dubai," February 7, 2019 12"," 16 days, 12 hours",https://buzzon.khaleejtimes.com/classifieds/office-executive/,s3tdubai@gmail.com
UAE DRIVING LICENSE HOLDER REQUIRED,Urgently Required Driver with UAE driving License, Construction, AED 1501-2000, 1 - 2 Years, Full Time, Male, DAMSCUS ROAD AL QUSAIS IND AREA 2, Dubai," February 7, 2019 11"," 15 days, 21 hours",https://buzzon.khaleejtimes.com/classifieds/uae-driving-license-holder-required/,career.radisfire@gmail.com
Salesman Required for Shop in Dragon Mart,Urgently Required Driver with UAE driving License,,,,,,,,,,,
TELE SALES EXECUTIVE,"Female Telesales Executive with good communications skills, Self Motivated, Experience of working to targets in a sales environment.", IT/Computers - Hardware, Unspecified, 1 - 2 Years, Full Time, Female, Al Wuheida Road, Dubai," February 6, 2019 5"," 15 days, 19 hours",https://buzzon.khaleejtimes.com/classifieds/tele-sales-executive/,salesitdubai@gmail.com
MECHANICAL ENGINEER,Looking for a Mechanical Engineer for an oil/gas company in the UAE., Oil/Gas/Petroleum, AED 5001-7000, 2 - 5 Years, Full Time, Male, Al Maktoum Street Deira, Dubai," February 6, 2019 5"," 15 days, 19 hours",https://buzzon.khaleejtimes.com/classifieds/mechanical-engineer/,management@gpe.ae
** JOB OPPORTUNITY FOR SYSTEM ENGINEER – Abu Dhabi (UAE) **,Looking for a Mechanical Engineer for an oil/gas company in the UAE.,,,,,,,,,,,
WALK IN INTERVIEW Marketing Management – Urgently Required SALES EXEC...,Looking for a Mechanical Engineer for an oil/gas company in the UAE.,,,,,,,,,,,
Accountant,"Can Join Immediately Bachelor\xe2\x80\x99s Degree Competency in Microsoft office applications especially MS word and excel is required Atleast 2 years relevant work experience or in the same role. Excellent English communication skills, both written and verbal", Construction, Unspecified, 1 - 2 Years, Full Time, Female," Electra Street,", Abu Dhabi," February 6, 2019 3"," 15 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/accountant-6/,hr@goldenlines.ae
Junior Geologist,Geologist required for a Geotechnical Laboratory in Abu Dhabi. Send CV to Email: lotsc.uae@gmail.com, Construction, Unspecified, Less than 1 Year, Full Time, Any, Sanayah, Abu Dhabi," February 6, 2019 3"," 15 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/junior-geologist/,lotsc.uae@gmail.com
Sales Co-ordinator – Female,We are looking for Female Sales Coordinator plus accounts with excellent communication skills to provide the necessary support to our sales team., Engineering, Unspecified, Less than 1 Year, Full Time, Female, Sharjah, Sharjah," February 6, 2019 3"," 15 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/sales-co-ordinator-female/,az2019hr@gmail.com
Safety Engineer,"Safety Engineer, Indian Graduate / Diploma in Civil Engineering with min 2 to 3 yrs experience in an Electrical Construction Company. He Should have completed the NEBOSH / IOSH and must be having strong working skills on site level for immediate recruitment on a Permanent basis.", Construction, Unspecified, 2 - 5 Years, Full Time, Male, Al Quoz, Dubai," February 6, 2019 2"," 15 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/safety-engineer/,sendworkcvs@gmail.com
SR. MEP REVIT DRAFTSMAN,SR. MEP REVIT DRAFTSMAN required. Min. of 7 years experience in the same field. Email CV to: recruitment2019@adearest.com, Other, Unspecified, 7 - 10 Years, Full Time, Any, NAKHEEL ST, Sharjah," February 6, 2019 2"," 15 days, 16 hours",https://buzzon.khaleejtimes.com/classifieds/sr-mep-revit-draftsman/,recruitment2019@adearest.com
MEP AUTOCAD DRAFTSMAN,"MEP AUTOCAD DRAFTSMAN/WOMAN required, min. of 7 years experience in the same field. Email CV to: recruitment2019@adearest.com", Engineering, Unspecified, 7 - 10 Years, Full Time, Any, NAKHEEL ST, Sharjah," February 6, 2019 2"," 15 days, 16 hours",https://buzzon.khaleejtimes.com/classifieds/mep-autocad-draftsman/,recruitment2019@adearest.com
Salesman required for shop,Salesman required. Indian nationality. English & Arabic speaking. Only direct candidates can apply. Call 0507914924, Other, Unspecified, 2 - 5 Years, Full Time, Male, Dubai, Dubai," February 6, 2019 2"," 15 days, 16 hours",https://buzzon.khaleejtimes.com/classifieds/salesman-required-for-shop/,rowaterdubai@gmail.com
Grease Trap and Kitchen Duct Technician,Urgent we require experience Grease Trap / Kitchen Duct technician base in UAE., Facility Management, Unspecified, 1 - 2 Years, Full Time, Male, Al Khail Mall, Dubai," February 6, 2019 2"," 15 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/grease-trap-and-kitchen-duct-technician/,info.klaritycleaningservices@gmail.com
SALES EXECUTIVE – AUTOMOBILE ENGINEER / DIPLOMA,IMMEDIATE HIRING – SALES EXECUTIVE FOR AUTOMOBILE COMPANY, Automobile, AED 1501-2000, Less than 1 Year, Full Time, Male, RAS AL KHOR, Dubai," February 6, 2019 2"," 15 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/sales-executive-automobile-engineer-diploma/,recruiting.amc@gmail.com
Sales Co-ordinator,"Job Description: 1. Identify the right prospects. 2. Make calls to prospects and keep accurate and detailed records of calls made and results achieved. Update the details in CRM 3. Maintains database by entering, verifying, and backing up data. (CRM) 4. Research and Contact prospective clients, qualify leads and arrange suitable appointments for the Sales Team and proactively follow up leads generated. 5. Assist the Sales Team, focusing mostly on managing schedules . 6. Work with the Sales Team in arranging the product demos 7. To follow up on all the cases and update the reporting manager on a day to day basis. 8. Maintain a track of all the cases of the sales representatives on a day to day basis. 9. Make sure the correspondences are sent by the sales team on time. 10. Verify the Daily report that is sent by the sales team and update to the reporting manager.", IT/Computers - Software, Unspecified, 1 - 2 Years, Full Time, Female, Dubai, Dubai," February 6, 2019 2"," 15 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/sales-co-ordinator-4/,hr@cubeinnovators.com
Sales Executive,Requirements, IT/Computers - Software, Unspecified, 1 - 2 Years, Full Time, Any, Dubai, Dubai," February 6, 2019 2"," 15 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/sales-executive-4/,hr@cubeinnovators.com
BDM/Consultants for an Audit Firm in Dubai with DL,A professional Auditing Firm in Dubai requires the following for immediate hiring:, Financial Services, Unspecified, 5 - 7 Years, Full Time, Any, Burjuman, Dubai," February 6, 2019 1"," 15 days, 16 hours",https://buzzon.khaleejtimes.com/classifieds/bdm-consultants-for-an-audit-firm-in-dubai-with-dl/,spkauditors@gmail.com
Forklift Driver,A professional Auditing Firm in Dubai requires the following for immediate hiring:,,,,,,,,,,,
we are looking civil foreman for fitout company,we are looking civil foreman for fit out company Nationality :Any age : No age limit salary :2000 -3500 experience : 1-3 GCC year Immediate joining, Construction, AED 2501-3000, 2 - 5 Years, Full Time, Male," Abu Baker Al Siddique road, Speedex bldg", Dubai," February 6, 2019 12"," 15 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/we-are-looking-civil-foreman-for-fitout-company/,leadingaimhr1@gmail.com
MEP QA/QC,A Leading Electromechanical Company in Dubai requires MEP QA/QC With minimum 5 years\xe2\x80\x99 UAE experience in Contracting Company.. Should be Bachelor Degree and U.A.E. Driving License .Candidates meeting the above criteria may send CV with latest photograph to dxbhr2105@gmail.com, Engineering, Unspecified, 5 - 7 Years, Full Time, Any, Dubai Silicon Oasis, Dubai," February 6, 2019 12"," 15 days, 14 hours",https://buzzon.khaleejtimes.com/classifieds/mep-qa-qc/,dxbhr2105@gmail.com
REQUIRED HR OFFICER,HR OFFICER HR OFFICER with 10 year experience required for Civil Contracting Company with 800 employees Reporting to Management Send your CV to email: dxbja2019@gmail.com, Engineering, Unspecified, 7 - 10 Years, Full Time, Any, Dubai, Dubai," February 6, 2019 12"," 15 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/required-hr-officer/,dxbja2019@gmail.com
Auto Mechanic,Auto Mechanic with 5-10 years experience – should have diploma or ITI in automobile., Automobile, AED 1501-2000, 5 - 7 Years, Full Time, Male, Jebel Ali, Dubai," February 6, 2019 12"," 15 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/auto-mechanic-2/,info@avance.ae
MEP PLANNING ENGINEER,A Leading Electromechanical Contracting Company in Dubai requires Planning Engineer With minimum Five years\xe2\x80\x99 UAE experience in MEP Contracting Company and ready to join immediately. Should be with Bachelor Degree. Candidates meeting the above criteria may send CV with latest photograph to dxbhr2105@gmail.com, Engineering, Unspecified, 5 - 7 Years, Full Time, Any, Dubai Silicon Oasis, Dubai," February 6, 2019 12"," 15 days, 14 hours",https://buzzon.khaleejtimes.com/classifieds/mep-planning-engineer/,dxbhr2105@gmail.com
Service Advisor – Auto Mobile,"Leading Automobile Garage is looking for a qualified experienced Service Advisor 5-7 years experience. Degree or Diploma in Automobile, with computer knowledge with strong communication in English, Hindi with UAE experience UAE driving license is aded advantage.", Automobile, Unspecified, 5 - 7 Years, Full Time, Any, Jeble Ali, Dubai," February 6, 2019 11"," 15 days, 11 hours",https://buzzon.khaleejtimes.com/classifieds/service-advisor-auto-mobile/,info@avance.ae
Arabic Credit Controller,Required Arabic -Credit Controller, IT/Computers - Software, Unspecified, 2 - 5 Years, Full Time, Male, Dubai, Dubai," February 6, 2019 10"," 15 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/arabic-credit-controller-2/,evernex2018@gmail.com
Arabic Credit Controller,Required Arabic- Credit Controller, IT/Computers - Software, Unspecified, 2 - 5 Years, Full Time, Male, Dubai, Dubai," February 6, 2019 10"," 15 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/arabic-credit-controller/,evernex2018@gmail.com
SECRETARY – INDIAN ONLY,17,,,,,,,,,,,
Male Sales Assistant to work in a smoking accessories shop in Sharjah,Please send your updated cv on the email address mentioned above –\xc2\xa0alrabia.marlon@gmail.com, Other, AED 1001-1500, Less than 1 Year, Full Time, Male, Rashidiya Street Ajman, Ajman," February 5, 2019 6"," 14 days, 21 hours",https://buzzon.khaleejtimes.com/classifieds/male-sales-assistant-to-work-in-a-smoking-accessories-shop-in-sharjah/,alrabia.marlon@gmail.com
Credit Controller,Credit Controller, IT/Computers - Hardware, Unspecified, 2 - 5 Years, Full Time, Female, Dubai, Dubai," February 5, 2019 6"," 14 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/credit-controller/,evernex2018@gmail.com
Finance Manager,"Engineering Firm requires a Finance Manager (Male), Indian National, with 2 – 3 years\xe2\x80\x99 experience and excellent knowledge of Microsoft Excel and Tally ERP 9. The ideal candidate must have relevant accounting experience, good moral character, liaise with clients and overseas suppliers in a professional manner, effective verbal, listening and written communication skills in English, whilst being able to adhere to deadlines. Other work responsibilities desired are as listed below: \xe2\x80\xa2 Maintain the financial health of the organization. \xe2\x80\xa2 Oversee operations of the finance department, set goals and objectives, and design a framework for these to be met. Analyze costs, pricing, variable contributions, sales results and the company\xe2\x80\x99s actual performance compared to the business plans. \xe2\x80\xa2 Liaise with auditors to ensure appropriate monitoring of company finances is maintained. \xe2\x80\xa2 Correspond with various other departments, discussing company plans and agreeing on future paths to be taken. Package offered: Decent Salary + Bonus/Incentives + Medical + Annual Air Ticket + Other Benefits as per UAE Labour Law. Send CV & Photograph to: aceauhhr@gmail.com while stating ‘Finance Manager’ in the subject.", Engineering, AED 5001-7000, 1 - 2 Years, Full Time, Male, MUROOR ROAD, Abu Dhabi," February 5, 2019 6"," 14 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/finance-manager/,aceauhhr@gmail.com
Admin Manager (MBA in HR / Finance / Marketing),"Engineering firm requires an Admin. Manager (Male), Indian National having 3-5 years\xe2\x80\x99 experience and excellent knowledge of Microsoft Office. The incumbent will be responsible for Secretarial functions, Logistics, Human Resources and Administrative tasks. The ideal candidate must have a good moral character; effective communication, good computer skills including the ability to operate spreadsheets and word processing programs, effective verbal, listening and written communication skills in English, whilst being able to adhere to deadlines. Package offered: Decent Salary + Bonus/Incentives + Medical + Annual Air Ticket + Other Benefits as per UAE Labour Law. Send CV & Photograph to: aceauhhr@gmail.com while stating ‘Admin Manager’ in the subject.", Engineering, AED 7001-10000, 2 - 5 Years, Full Time, Male, MUROOR ROAD, Abu Dhabi," February 5, 2019 6"," 14 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/admin-manager-mba-in-hr-finance-marketing/,aceauhhr@gmail.com
Accounting Manager (CA),"Engineering Firm requires a Accounting Manager – CA (Male), Indian National, with 2 – 3 years\xe2\x80\x99 experience and excellent knowledge of Microsoft Excel and Tally ERP 9. The ideal candidate must have relevant accounting experience, good moral character, liaise with clients and overseas suppliers in a professional manner, effective verbal, listening and written communication skills in English, whilst being able to adhere to deadlines. Other work responsibilities desired are as listed below: \xe2\x80\xa2 Maintain the financial health of the organization. \xe2\x80\xa2 Oversee operations of the finance department, set goals and objectives, and design a framework for these to be met. Analyze costs, pricing, variable contributions, sales results and the company\xe2\x80\x99s actual performance compared to the business plans. \xe2\x80\xa2 Liaise with auditors to ensure appropriate monitoring of company finances is maintained. \xe2\x80\xa2 Correspond with various other departments, discussing company plans and agreeing on future paths to be taken. Package offered: Decent Salary + Bonus/Incentives + Medical + Annual Air Ticket + Other Benefits as per UAE Labour Law. Send CV & Photograph to: aceauhhr@gmail.com while stating ‘Accounting Manager (CA)’ in the subject.", Engineering, AED 7001-10000, 2 - 5 Years, Full Time, Male, MUROOR ROAD, Abu Dhabi," February 5, 2019 6"," 14 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/accounting-manager-ca/,aceauhhr@gmail.com
Light Vehicle Driver,"Engineering Firm requires Light Vehicle Driver, with min. 2 yrs. experience. Capable of operating assigned light motor vehicle to transport Company personnel, visitors and equipment between various locations as instructed, choosing the most direct and time effective routing to ensure minimum delays are encountered. The right candidate will be offered competitive remuneration package and benefits including incentives, food, accommodation, medical, paid ticket and other benefits as per U.A.E. law. Send latest CV and photograph to: aceauhhr@gmail.com Indicate ‘ Light Vehicle Driver ‘ in the subject.", Engineering, AED 2001-2500, 1 - 2 Years, Full Time, Male, MUROOR ROAD, Abu Dhabi," February 5, 2019 6"," 14 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/light-vehicle-driver/,aceauhhr@gmail.com
Sales Co-ordinator,"Engineering firm requires a Sales Coordinator (Male) Indian National having 2 years\xe2\x80\x99 experience with mechanical equipment used in the civil construction and marine sectors. Applicant should have a good moral character, aptitude to liaise with clients professionally, possess excellent communication and correspondence skills in English and adhere to deadlines. Systematic work patterns and the prioritizing of work in a multi-tasking environment are desired. The ideal candidate would have proven selling skills with techno-commercial buyers, ability to prepare/deliver effective presentations and be willing to travel overseas for projects and training. Knowledge of pumps used for plaster, screed, concrete and dredging works would be advantageous. UAE D/L is preferred, but not mandatory. Package offered: Decent Salary + Bonus/Incentives + Medical + Annual Air Ticket + Other Benefits as per UAE Labour Law. Send CV & Photograph to: aceauhhr@gmail.com while stating ‘Sales Coordinator’ in the subject.", Engineering, AED 2501-3000, 1 - 2 Years, Full Time, Male, MUROOR ROAD, Abu Dhabi," February 5, 2019 5"," 14 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/sales-co-ordinator-3/,aceauhhr@gmail.com
Sales Engineer,"Engineering firm requires a Sales Engineer (Male) Indian National having 2 years\xe2\x80\x99 experience with mechanical equipment used in the civil construction and marine sectors. Applicant should have a good moral character, aptitude to liaise with clients professionally, possess excellent communication and correspondence skills in English and adhere to deadlines. Systematic work patterns and the prioritizing of work in a multi-tasking environment are desired. The ideal candidate would have proven selling skills with techno-commercial buyers, ability to prepare/deliver effective presentations and be willing to travel overseas for projects and training. Knowledge of pumps used for plaster, screed, concrete and dredging works would be advantageous. UAE D/L is preferred, but not mandatory. Package offered: Decent Salary + Bonus/Incentives + Medical + Annual Air Ticket + Other Benefits as per UAE Labour Law. Send CV & Photograph to: aceauhhr@gmail.com while stating ‘Sales Engineer’ in the subject.", Engineering, AED 2001-2500, 1 - 2 Years, Full Time, Male, MUROOR ROAD, Abu Dhabi," February 5, 2019 5"," 14 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/sales-engineer/,aceauhhr@gmail.com
Accountant cum secretary,"accountant with knowledge on tally software , good back ground in secretary work and adds marketing", Import/Export, Unspecified, 2 - 5 Years, Full Time, Female, A4-75, Sharjah," February 5, 2019 5"," 14 days, 19 hours",https://buzzon.khaleejtimes.com/classifieds/accountant-cum-secretary/,alkoja68@yahoo.com
ADMINISTRATIVE EXECUTIVE CUM RECEPTIONIST,"accountant with knowledge on tally software , good back ground in secretary work and adds marketing",,,,,,,,,,,
Required Fashion Designer for part time,"Required Fashion designer for part time job at Abu Dhabi, minimum experience at GCC in same filed.", Textiles, Unspecified, 1 - 2 Years, Part Time, Any, Abu Dhabi, Abu Dhabi," February 5, 2019 4"," 14 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/required-fashion-designer-for-part-time/,almutiri2023@hotmail.com
Branch Manager / Supervisor – Female,"Coordinate daily Front of the House and Back of the House restaurant operations Deliver superior service and maximize customer satisfaction Respond efficiently and accurately to customer complaints Regularly review product quality and research new vendors Organize and supervise shifts Appraise staff performance and provide feedback to improve productivity Estimate future needs for goods, kitchen utensils and cleaning products Ensure compliance with sanitation and safety regulations Manage restaurant\xe2\x80\x99s good image and suggest ways to improve it Control operational costs and identify measures to cut waste Create detailed reports on weekly, monthly and annual revenues and expenses Promote the brand in the local community through word-of-mouth and restaurant events Recommend ways to reach a broader audience (e.g. discounts and social media ads) Train new and current employees on proper customer service practices Implement policies and protocols that will maintain future restaurant operations Requirements", Hotels/Restaurant, Unspecified, 2 - 5 Years, Full Time, Female, Al Garoud, Dubai," February 5, 2019 3"," 14 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/branch-manager-supervisor-female/,steffi@alraisent.com
Sales Assistant,We are a leading Event management company looking for Sales Assistants to support our Sales team. Female with farther/spouse visa or own visa may apply. UAE D/L would be definitely an advantage., Media, Unspecified, Less than 1 Year, Full Time, Female, Internet City, Dubai," February 5, 2019 3"," 14 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/sales-assistant/,career.mcx@gmail.com
** JOB OPPORTUNITY FOR NETWORK ENGINEERS \xe2\x80\x93 NOC – Abu Dhabi (UAE) **,We are a leading Event management company looking for Sales Assistants to support our Sales team. Female with farther/spouse visa or own visa may apply. UAE D/L would be definitely an advantage.,,,,,,,,,,,
ISO Assistant,Require an ISO Assistant for a Consultancy firm in Dubai., Consultancy, Unspecified, 1 - 2 Years, Full Time, Any, Sheikh Zayed Road, Dubai," February 5, 2019 2"," 14 days, 16 hours",https://buzzon.khaleejtimes.com/classifieds/iso-assistant/,hrservices.kci@gmail.com
Driver cum Vulcanizing Technician,We are looking for a Driver cum Vulcanizing technician with minimum 2 years of working experience in similar field to work in our Sharjah Branch., Other, Unspecified, 1 - 2 Years, Full Time, Male, Sharjah, Sharjah," February 5, 2019 12"," 14 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/driver-cum-vulcanizing-technician/,otcshj@gmail.com
"Restaurant Manager (British National) – Job Location ( London, UK )",We are looking for a Driver cum Vulcanizing technician with minimum 2 years of working experience in similar field to work in our Sharjah Branch.,,,,,,,,,,,
WANTED FIRE FIGHTING PIPE FITTER,"Urgently Required Fire Fighting Pipe Fitter with Experience in Threading/Grooving works 2-5 years, Available in Dubai for a Interview.", Construction, Unspecified, 2 - 5 Years, Full Time, Male, DEIRA, Dubai," February 5, 2019 12"," 13 days, 22 hours",https://buzzon.khaleejtimes.com/classifieds/wanted-fire-fighting-pipe-fitter/,vijesh.redphoenix.dxb@gmail.com
Accounts and Finance Officer,A well reputed MEP Contracting Company based in UAE is looking for smart and talented Accountant to join our Accounting Team.If you meet the below requirements.Please send your resume., Construction, Unspecified, 5 - 7 Years, Full Time, Any, Abu Hail, Dubai," February 5, 2019 11"," 14 days, 12 hours",https://buzzon.khaleejtimes.com/classifieds/accounts-and-finance-officer/,gtsprojects001@gmail.com
Marketing & Advertising Executive,Marketing Specialist Responsibilities, Automobile, Unspecified, 2 - 5 Years, Full Time, Any, Mussafah, Abu Dhabi," February 5, 2019 11"," 14 days, 12 hours",https://buzzon.khaleejtimes.com/classifieds/marketing-advertising-executive/,m4ujobs@gmail.com
Light and heavy driver for office and manufacturing company,Walk in interview is going in our company. light driver Nos(06) needed for office work. Heavy driver Nos(06) needed for manufacturing company.salary and other benefit will be discuss will be in interview., Facility Management, Unspecified, Less than 1 Year, Full Time, Male, Bur Dubai, Dubai," February 5, 2019 11"," 14 days, 4 hours",https://buzzon.khaleejtimes.com/classifieds/light-and-heavy-driver-for-office-and-manufacturing-company/,Thapaalmazkripa@gmail.com
Occupational Therapist (Home Care),Walk in interview is going in our company. light driver Nos(06) needed for office work. Heavy driver Nos(06) needed for manufacturing company.salary and other benefit will be discuss will be in interview.,,,,,,,,,,,
AC & Chiller Technician,Walk in interview is going in our company. light driver Nos(06) needed for office work. Heavy driver Nos(06) needed for manufacturing company.salary and other benefit will be discuss will be in interview.,,,,,,,,,,,
** JOB OPPORTUNITY FOR ARCHITECTURAL DRAFTSMAN (TEMPORARY POSITION) –...,Walk in interview is going in our company. light driver Nos(06) needed for office work. Heavy driver Nos(06) needed for manufacturing company.salary and other benefit will be discuss will be in interview.,,,,,,,,,,,
ENGLISH LANGUAGE TRAINER URGENTLY REQUIRED,"Female English Language Trainer, Indian, required for an Education Centre. Email Cv mktdub@gmail.com Tel:- 0564785646", Education, Unspecified, 1 - 2 Years, Full Time, Female, bur dubai, Dubai," February 4, 2019 6"," 13 days, 19 hours",https://buzzon.khaleejtimes.com/classifieds/english-language-trainer-urgently-required/,mktdub@gmail.com
Receptionist Cum Computer Typiest,"Since 2007, As a Travel & Tourism company we provides the best Travel solutions to our greatest customer. Accordingly we are a best among leading travel & tourism companies.", Travel/Tourism, Unspecified, 1 - 2 Years, Full Time, Female, Electra Street, Dubai," February 4, 2019 5"," 13 days, 19 hours",https://buzzon.khaleejtimes.com/classifieds/receptionist-cum-computer-typiest/,applybluelinetravels@gmail.com
Invites Applications For The Post Of COMPLIANCE MANAGER & AMLRO HEAD &...,"Since 2007, As a Travel & Tourism company we provides the best Travel solutions to our greatest customer. Accordingly we are a best among leading travel & tourism companies.",,,,,,,,,,,
Specialty Coffee Barista,BARISTA/ SPECIALITY COFFEE EXPERT JOB DESCRIPTION, Hotels/Restaurant, Unspecified, 2 - 5 Years, Full Time, Any, Jumeirah street, Dubai," February 4, 2019 3"," 13 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/specialty-coffee-barista/,cvstocheck@gmail.com
WAITER/ WAITRESS,Waiter/ Service Crew, Hotels/Restaurant, Unspecified, 2 - 5 Years, Full Time, Any, Jumeirah street, Dubai," February 4, 2019 3"," 13 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/waiter-waitress/,cvstocheck@gmail.com
Required Driver cum Technician,"Urgently need a Driver cum technician,knowledge in technical services including electrical, plumbing and civil,", Construction, Unspecified, 1 - 2 Years, Full Time, Male, 28 street, Dubai," February 4, 2019 3"," 13 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/required-driver-cum-technician/,hr.smartpoint@gmail.com
Required HR Co-ordinator,"Abu Dhabi based reputed trading company required female HR Coordinator. Candidates should be Graduate with 1-2 years of experience in same field, fluent in English, good written, verbal communication skills and sound knowledge about day today HR & Admin works. Interested candidates may send their CV with mentioning position applied in subject to jobs@electra.ae", Retailing, Unspecified, 1 - 2 Years, Full Time, Female, Old Mazda road, Abu Dhabi," February 4, 2019 3"," 13 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/required-hr-co-ordinator/,jobs@electra.ae
AUDITOR-CA INTER,Junior Auditor required !, Other, Unspecified, 1 - 2 Years, Full Time, Male, Al Abraj Street, Dubai," February 4, 2019 2"," 13 days, 16 hours",https://buzzon.khaleejtimes.com/classifieds/auditor-ca-inter/,hr.arcassociates@gmail.com
Media Assistant,Junior Auditor required !,,,,,,,,,,,
Vacancy for Social Media Executive \xe2\x80\x93 For Sharjah based Advertising Agency,Junior Auditor required !,,,,,,,,,,,
Account Assistant,Junior Auditor required !,,,,,,,,,,,
Hiring for Helpers(Candidate should be in UAE),candidates available in UAE only please apply, Machinery/Equipment Mfg., Unspecified, Less than 1 Year, Full Time, Male, AL nahda, Dubai," February 4, 2019 12"," 13 days, 14 hours",https://buzzon.khaleejtimes.com/classifieds/hiring-for-helperscandidate-should-be-in-uae/,meajobs@outlook.com
Sales Executive Showroom – MEP Products (Trading),"We are looking for qualified and experienced Indian male Sales and Marketing executive for our Deira, Al Rigga branch having a minimum experience of 1-2+ years in the related field. The candidate should have excellent communication & negotiation skills and should be well versed in Hindi & English. He should have potential to bring business to the company. The candidate would be required to market plumbing and HVAC products. Should be based locally for immediate interview. Salary Offered 3000 AED + very attractive commission & other benefits.", Other, Unspecified, 1 - 2 Years, Full Time, Male, Al Rigga, Dubai," February 4, 2019 11"," 12 days, 23 hours",https://buzzon.khaleejtimes.com/classifieds/sales-executive-showroom-mep-products-trading/,hr.trade2019@gmail.com
Female Cleaner for a Cleaning Company in Ajman,URGENT, Hotels/Restaurant, Unspecified, Less than 1 Year, Full Time, Female, Rashidiya Street Ajman, Ajman," February 4, 2019 11"," 13 days, 11 hours",https://buzzon.khaleejtimes.com/classifieds/female-cleaner-for-a-cleaning-company-in-ajman/,alrabia.marlon@gmail.com
Heavy Bus Driver,"Requirements: With Valid UAE Driving License 3,5 and 6 With 3 to 5 years of experience in a construction company", Construction, Unspecified, 5 - 7 Years, Full Time, Male, SHEIKH ZAYED ROAD, Sharjah," February 4, 2019 11"," 13 days, 11 hours",https://buzzon.khaleejtimes.com/classifieds/heavy-bus-driver/,hruae27930@gmail.com
We Need AC Ducting Helpers,We need a.c. Ducting Helper for our company any nationality, Construction, Unspecified, 1 - 2 Years, Full Time, Male, Damac, Dubai," February 4, 2019 11"," 13 days, 2 hours",https://buzzon.khaleejtimes.com/classifieds/we-need-ac-ducting-helpers/,spdxstarllc@gmail.com
Experienced Sales Engineer Urgently Required for Electro Mechanical Company...,Experienced Sales Engineer Urgently Required for Electromechanical Company. Candidate should have Mechanical or Electrical Technical Qualification. The candidate should work Independently and identify the potential customers from the market and find the requirements. The right candidates with experience only will be accepted. Experience must be 2-3 years. The suitable candidate only should apply., Engineering, Unspecified, 2 - 5 Years, Full Time, Male, Mussafah, Abu Dhabi," February 4, 2019 11"," 12 days, 23 hours",https://buzzon.khaleejtimes.com/classifieds/experienced-sales-engineer-urgently-required-for-electro-mechanical-company/,contact@supremetech.ae
